Cod,Nome do alimento,Nível 1 ,Nível 2,Nível 3 ,"Energia
[kcal] ","Energia
[kJ] ","Lípidos
[g]","Ácidos gordos saturados
[g] ","Ácidos gordos monoinsaturados 
[g]","Ácidos gordos polinsaturados 
[g]","Ácido linoleico 
[g] ","Ácidos gordos trans 
[g]","Hidratos de carbono 
[g]","Açúcares 
[g] ","Oligossacáridos 
[g] ","Amido 
[g]","Fibra  
[g]","Proteínas 
[g] ","Sal  
[g]","Álcool 
[g] ","Água 
[g] ","Ácidos orgânicos 
[g] ","Colesterol 
[mg]","Vitamina A  
[µg]","Caroteno 
[µg]","Vitamina D 
[µg]","alfa-tocoferol 
[mg]","Tiamina 
[mg] ","Riboflavina 
[mg] ","Niacina 
[mg]","Equivalentes de niacina 
[mg]","Triptofano/60 
[mg]","Vitamina B6 
[mg]","Vitamina B12 
[µg]","Vitamina C 
[mg]","Folatos 
[µg]","Cinza 
[g]","Sódio 
[mg]","Potássio 
[mg] ","Cálcio 
[mg]","Fósforo 
[mg]","Magnésio 
[mg]","Ferro 
[mg]","Zinco 
[mg]","Selénio 
[µg]","Iodo 
[µg]",alimento_hc
614,Rabanete cru,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Rabanetes e similares,15,64,0.2,0.1,0,0.1,0.1,0,1.9,1.9,0,0,0.9,1,0,0,95.6,0,0,0,0,0,0,0.03,0.01,0.4,0.5,0.1,0.06,0,16,38,0.34,11,160,22,27,7,0.4,0.1,,,Rabanete cru (1.9g HC/100g)
1900000015,Rábano cru,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Rábanos e similares,88,370,0.7,0.1,0.1,0.4,0.12,0,10.7,7,0,3.7,7.5,6,0,0,73.6,0,0,0,0,0,0,0.1,0.07,0.55,1.25,0.7,0.17,0,136,14,1.8,7,580,110,75,31,1.7,1.4,0.2,0.9,Rábano cru (10.7g HC/100g)
870,Raia crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,58,247,0.2,0,0,0.1,0,0,0,0,0,0,0,14.1,0.6,0,77.6,0,39,2,0,0.4,0.24,0.03,0.03,1.7,4.3,2.6,0.19,0.47,0,12,1.9,220,260,160,320,28,0.3,0.8,,,Raia crua (0g HC/100g)
1025,"Rancho com carne de galinha, porco e vaca",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",84,352,3.9,1.3,1.4,0.6,0.522,0,6.5,1.1,0.1,5.3,1.3,5.1,0.4,0,82.3,0,13,92,552,0.1,0.17,0.12,0.05,1.5,2.44,1.02,0.15,0.22,17.8,26,0.92,150,200,26,65,16,0.6,0.6,,,"Rancho com carne de galinha, porco e vaca (6.5g HC/100g)"
1026,Rancho com carne de porco,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",107,447,6.2,1.7,2.9,0.9,0.817,0,6.8,0.8,0.3,5.8,1.5,4.8,0.4,0.3,79.3,0,12,34,200,0.1,0.48,0.16,0.05,1.3,2.12,0.91,0.13,0.16,12,34,1.01,160,170,25,60,15,0.9,0.6,,,Rancho com carne de porco (6.8g HC/100g)
1900000020,Rebentos de alfalfa crus,Produtos hortícolas e derivados,"Germinados, rebentos e similares",Rebentos de alfafa,29,123,0.7,0.1,0.1,0.4,0.24,0,0.3,0.3,0,0,3,4,0,0,92.2,0,0,16,96,0,0.2,0.06,0.1,0.5,1.1,0.6,0.03,0,5,36,0.4,6,79,32,70,27,1,0.9,1,0,Rebentos de alfalfa crus (0.3g HC/100g)
1900000019,Rebentos de bambu crus,Produtos hortícolas e derivados,Caules e hastes de vegetais,Rebentos de bambú e similares,22,92,0.3,0.1,0,0.2,0.1,0,1.4,1,0.4,0,0.7,3.1,0,0,89.8,0,0,1,8,0,0.67,0.09,0.1,0.5,0.7,0.2,0.48,0,8.8,87,1,3,480,17,52,11,0.5,0.2,,,Rebentos de bambu crus (1.4g HC/100g)
1900000022,Rebentos de soja crus,Produtos hortícolas e derivados,"Germinados, rebentos e similares",Rebentos de soja,98,413,3.9,0.5,0.8,2,0.24,0,5.8,3.3,0,2.5,1.7,9.2,0.1,0,77.3,0,0,1,6,0,0.06,0.25,0.14,1.33,3.48,2.15,0.17,0,17.7,166,1.59,22,360,50,120,46,1.5,1.1,2,1.2,Rebentos de soja crus (5.8g HC/100g)
520,Rebuçados,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Confeitaria incluindo chocolate,Guloseimas (duras e moles),381,1620,0,0,0,0,0,0,95,95,0,0,0,0.3,0.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,25,10,5,7,3,0.3,0.1,,,Rebuçados (95g HC/100g)
220003,Requeijão de cabra,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),197,818,15.5,10.5,2.9,0.4,0.3,0.5,3.4,2.5,0,1,0,10.7,0,0,69.6,0.4,50,134,54,0.5,0.48,0,1.63,0,4.9,4.9,0,0.29,0,22,2.35,0.3,160,430,300,26,0,1.4,,,Requeijão de cabra (3.4g HC/100g)
220012,Requeijão de mistura (ovelha e cabra),Leite e produtos lácteos,Queijo,Queijo fresco (não curado),136,566,10,7.1,2.8,0.4,0.3,0.5,3.7,3.7,0,0,0,7.8,1,0,73.1,0,49,146,51,0.1,1.1,0.02,0.19,1.3,3.2,1.9,0.01,0.6,0,11,3.5,400,150,300,190,19,0.1,0.8,,,Requeijão de mistura (ovelha e cabra) (3.7g HC/100g)
220011,"Requeijão de mistura (vaca, ovelha e cabra)",Leite e produtos lácteos,Queijo,Queijo fresco (não curado),179,747,11.7,8.1,3.3,0.5,0.3,0.6,4.9,2.2,0,2.7,0,13.6,1,0,73.1,0,49,146,51,0.1,1.1,0.02,0.19,1.3,3.2,1.9,0.01,0.6,0,11,3.5,400,150,300,190,19,0.1,0.8,,,"Requeijão de mistura (vaca, ovelha e cabra) (4.9g HC/100g)"
220013,Requeijão de ovelha,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),246,1020,20.6,13.7,3.9,0.5,0.4,0.7,3.8,2.6,0,1.2,0,11,1,0,69.6,0.4,50,134,54,0.5,0.48,0,1.63,0,4.9,4.9,0,0.29,0,22,2.35,400,160,430,300,26,0,1.4,,,Requeijão de ovelha (3.8g HC/100g)
42,Requeijão de vaca,Leite e produtos lácteos,Queijo,Queijo fresco (não curado),149,619,10.4,6.9,2.9,0.4,0.3,0.5,5.8,2.8,0,3,0,8,0.5,0,73.1,0,49,146,51,0.1,1.1,0.02,0.19,1.3,3.2,1.9,0.01,0.6,0,11,3.5,200,150,300,190,19,0.1,0.8,,,Requeijão de vaca (5.8g HC/100g)
332,"Rim de carneiro, cru",Carne e produtos cárneos,Rim de animal,Rim de mamiferos,92,386,3,1.3,1,0.1,0.1,0.1,0,0,0,0,0,16.2,0.4,0,79.2,0,276,100,0,0,0.37,0.34,2.4,5.7,9.2,3.5,0.61,17,12,8,1.33,160,280,11,230,17,5.2,1.9,,,"Rim de carneiro, cru (0g HC/100g)"
333,"Rim de carneiro, frito com margarina",Carne e produtos cárneos,Rim de animal,Rim de mamiferos,205,856,12.9,6.2,3.3,2.6,2.35,0.1,0,0,0,0,0,22.3,1.8,0,61.3,0,379,203,44,0,0.51,0.4,3.1,6.7,12.6,4.81,0.67,18,12.4,9.3,3.13,700,290,15,250,23,6.8,2.2,,,"Rim de carneiro, frito com margarina (0g HC/100g)"
334,"Rim de porco, cru",Carne e produtos cárneos,Rim de animal,Rim de mamiferos,95,400,3,1,1,0.5,0.4,0,0,0,0,0,0,17,0.7,0,78.4,0,395,110,0,0,0.44,0.53,2.8,8,12,3.6,0.43,44,10,43,1.34,260,250,13,300,21,5,2.4,,,"Rim de porco, cru (0g HC/100g)"
335,"Rim de porco, frito com margarina",Carne e produtos cárneos,Rim de animal,Rim de mamiferos,206,860,12.4,5.6,3.2,3,2.62,0,0,0,0,0,0,23.6,1.4,0,61.1,0,548,214,41,0,0.61,0.62,3.7,9.4,16.6,4.99,0.48,46,10.4,51,2.51,560,260,18,330,26,6.6,2.8,,,"Rim de porco, frito com margarina (0g HC/100g)"
336,"Rim de vaca, cru",Carne e produtos cárneos,Rim de animal,Rim de mamiferos,92,387,2.2,0.9,1,0.1,0.1,0.1,0,0,0,0,0,18,0.7,0,77.7,0,213,105,0,0.3,0.55,0.48,0.84,7,11,3.8,0.24,14,12,4,1.35,260,220,19,240,18,3.3,1.9,,,"Rim de vaca, cru (0g HC/100g)"
368,Rissol,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",280,1170,13.4,3.4,3.9,4.1,4.1,0.2,31.8,1.1,0,30.7,1.3,7.3,1.6,0,45.4,0,66,29,1,0.2,2.4,0.13,0.09,2.1,3.7,1.6,0.09,0.5,0,11,1.18,640,140,31,98,21,1,1.2,,,Rissol (31.8g HC/100g)
952,Rissol de camarão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",211,885,8.6,1.1,1.8,5.4,5.4,0,26.6,1.3,0,25.3,1.4,6.1,1,0,56.1,0,21,9,1,0.1,5.2,0.04,0.03,0.5,1.9,1.4,0.06,0.16,1,9.1,1.1,400,87,48,82,14,1.2,0.7,,,Rissol de camarão (26.6g HC/100g)
1152,Rissol de carne com manteiga,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",238,994,14.1,6.7,4.3,0.9,0.807,0.5,19.8,2.5,0.1,17.1,1.4,7.3,0.5,0,56.3,0,72,98,126,0.3,1.09,0.08,0.09,1.3,2.78,1.53,0.22,0.45,7.3,19,1.17,220,200,27,110,22,0.9,1,,,Rissol de carne com manteiga (19.8g HC/100g)
1151,Rissol de carne com margarina,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",236,985,13.9,5.9,4.1,3.1,2.81,0.1,19.7,2.5,0.1,17.1,1.4,7.3,0.7,0,56.3,0,46,102,166,0.3,0.87,0.08,0.09,1.3,2.78,1.53,0.22,0.45,7.3,19,1.32,270,200,25,110,22,0.9,1,,,Rissol de carne com margarina (19.7g HC/100g)
874,"Robalo assado com cebola, azeite, banha e manteiga",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",192,802,11.8,3.2,3.6,2.1,0.613,0.1,0.6,0.2,0.1,0.3,0.1,20.4,1,0.2,64.1,0.1,62,51,11,4.8,0.36,0.22,0.08,2.5,6.88,3.86,0.5,1.3,0.8,9.5,2.68,400,350,60,230,41,0.4,1.4,,,"Robalo assado com cebola, azeite, banha e manteiga (0.6g HC/100g)"
872,Robalo cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,182,760,10.9,2.2,3.5,3.4,0.8,0,0,0,0,0,0,21,0.6,0,66.1,0,87,28,0,5.8,0.34,0.18,0.13,2.6,6.5,3.9,0.14,1.1,0,9.3,1.7,240,330,74,270,34,0.4,1.1,,,Robalo cozido (0g HC/100g)
871,Robalo cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,106,444,3.5,0.8,0.9,0.8,0.18,0,0,0,0,0,0,18.5,0.2,0,71.8,0,52,36,0,5,0.17,0.26,0.08,2.7,6.2,3.5,0.49,1.3,0,9.5,1.7,95,350,52,230,38,0.4,1.2,,,Robalo cru (0g HC/100g)
873,Robalo grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,209,872,13,2.6,4.2,3.5,0.8,0,0,0,0,0,0,23,1.4,0,60.1,0,59,35,0,6.7,0.21,0.21,0.18,3.5,7.8,4.3,0.13,1.4,0,9.3,3.6,560,430,120,440,46,0.4,1.6,,18,Robalo grelhado (0g HC/100g)
1032,Rojões de carne gorda,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",244,1010,19,6.1,7.4,2.9,2.5,0.1,0.8,0.1,0,0.6,0.3,14.9,0.8,1.3,61.6,0,60,23,134,0.6,0.19,0.64,0.2,6.1,8.97,2.72,0.37,0.8,9.9,7.8,1.64,320,300,20,170,19,1.1,1.5,,,Rojões de carne gorda (0.8g HC/100g)
1031,Rojões de carne magra,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",140,585,5.6,1.6,2.8,0.7,0.652,0,8.7,0.6,0,8.1,0.8,11.1,0.7,1.1,71,0.2,29,12,1,0.3,0.31,0.41,0.08,3,5.38,2.37,0.4,0.45,8.6,18,1.49,280,400,9.8,120,19,0.5,0.8,,,Rojões de carne magra (8.7g HC/100g)
696,Romã,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, grandes",60,254,0.4,0.1,0.2,0,0,0,12,12,0,0,3.4,0.4,0,0,83.3,0.1,0,6,38,0,0.9,0.05,0.03,0.2,0.3,0.1,0.2,0,13,10,0.51,3,240,11,14,7,0.6,0.3,,,Romã (12g HC/100g)
1225,Rúcula crua,Produtos hortícolas e derivados,Hortícolas folhosos,Alfaces e outros vegetais para salada,29,120,0.7,0.1,0.1,0.3,0.2,0,2.2,2.1,0,0.1,1.6,2.6,0.1,0,91.7,0,0,308,1848,0,0.43,0.04,0.09,0.3,0.4,0.1,0.07,0,15,97,1.9,27,370,160,52,41,1.5,0.4,,,Rúcula crua (2.2g HC/100g)
875,Safio cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,109,456,4.2,1.2,2.1,0.8,0,0,0,0,0,0,0,17.7,0.2,0,76.4,0,49,267,0,91,1.5,0.04,0.05,1.5,4.8,3.3,0.55,0.3,0,13,1,84,340,130,220,28,0.2,1.1,,,Safio cru (0g HC/100g)
972,Sal,"Temperos, molhos e condimentos",Temperos,Sal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,40000,0,0,0,300,0,0,,,Sal (0g HC/100g)
1122,Salada de alface e tomate temperada com azeite e vinagre,Pratos compostos,Sopas e saladas,Saladas,30,125,1.4,0.2,0.9,0.2,0.201,0,2.6,2.6,0,0,1.3,1.1,0.5,0,92.8,0,0,93,556,0,1.14,0.05,0.03,0.53,0.62,0.1,0.11,0,14.6,29,1.02,200,260,29,26,16,0.9,0.2,,,Salada de alface e tomate temperada com azeite e vinagre (2.6g HC/100g)
1043,Salada de atum,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",104,436,4.3,0.6,1.8,1.4,1.33,0,8.4,0.9,0,7.5,1.3,6.9,0.2,0,77.8,0.5,63,77,281,0.3,0.99,0.13,0.08,2.1,3.59,1.5,0.29,0.49,25.4,41,0.882,88,340,35,85,19,0.9,0.5,,,Salada de atum (8.4g HC/100g)
1042,Salada de bacalhau com grão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",115,481,4.9,0.7,2.8,0.8,0.745,0,7.6,0.9,0.4,6.3,2.8,8.7,1.8,0,73.4,0,13,29,169,1.1,1.15,0.09,0.06,0.65,2.05,1.39,0.12,0.24,10.6,35,2.29,730,200,46,75,28,1.3,0.8,,,Salada de bacalhau com grão (7.6g HC/100g)
1154,Salada russa,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",116,478,9.3,1.4,7,0.8,0.622,0,5.6,2.4,0,3.1,1.9,1.4,0.1,0,81.2,0,16,158,901,0.1,1.38,0.07,0.04,0.85,1.2,0.35,0.14,0.04,12.6,27,0.682,35,260,19,26,10,0.4,0.2,,,Salada russa (5.6g HC/100g)
359,Salame,Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,422,1740,37.6,12.9,14.9,4.3,3.7,0.1,1.3,0,0,1.3,0,19.5,5.8,0,38,0,80,0,0,0.7,0.11,0.36,0.22,3,6.6,3.6,0.25,1,0,3,5.5,2300,140,25,200,22,2.3,4.3,,,Salame (1.3g HC/100g)
220023,Salicórnia fresca,Produtos hortícolas e derivados,Hortícolas folhosos,Folhas do tipo espinafre,14,59,0.2,0,0,0.1,0,0,1.1,1.1,0,0,2.5,0.7,3,0,92.2,0,0,0,0,0,0.15,0.09,0.07,0.6,0.6,0,0.23,0,0.9,200,3.34,1190,1060,270,230,75,20,3.4,,,Salicórnia fresca (1.1g HC/100g)
877,Salmão cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,273,1130,21.1,4,7.8,6.6,0.6,0,0,0,0,0,0,20.7,0.4,0,57,0,45,65,0,11,5.3,0.17,0.08,3,6.9,3.9,0.34,1.3,0,8.4,1.1,150,230,61,220,26,0.3,0.8,,12,Salmão cozido (0g HC/100g)
876,Salmão cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,262,1090,21.9,4.2,10,5.1,0.7,0,0,0,0,0,0,16.2,0.1,0,60.5,0,40,33,0,11,4,0.18,0.04,3.6,6.6,3,0.45,1.9,0,10,1.3,38,300,12,210,23,0.5,0.5,,,Salmão cru (0g HC/100g)
878,Salmão grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,309,1280,23.7,4.5,8.7,7.3,0.7,0,0,0,0,0,0,23.8,2,0,49.4,0,52,70,0,9.2,4.3,0.19,0.12,4.4,8.8,4.4,0.21,1.2,0,10,2.9,780,410,68,320,40,0.4,0.9,,12,Salmão grelhado (0g HC/100g)
2120000013,Salmonete cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,136,573,5.5,0.7,4,0.3,0.25,0,0.1,0,0,0,0,21.7,0.2,0,71.6,0,64,0,0,1.3,2.1,0.03,0.04,2.79,6.49,3.7,0.17,3.74,1.6,14.3,1.36,96,410,23,180,33,0.4,0.4,,,Salmonete cru (0.1g HC/100g)
360,Salpicão,Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,412,1710,36.7,12.6,14.5,4.2,3.6,0.1,0,0,0,0,0,20.5,11,0,32.6,0,84,0,0,0.7,0.3,0.35,0.18,5,9.4,4.4,0.41,1,0,3,9.5,4340,580,27,240,36,1.7,3,,,Salpicão (0g HC/100g)
6,Salsa fresca,Produtos hortícolas e derivados,Ervas e flores comestíveis,Ervas aromáticas,20,83,0,0,0,0,0,0,0.4,0.4,0,0,2.9,3.1,0.1,0,91.7,0,0,558,3350,0,1.9,0.28,0.06,0.6,1.1,0.5,0.09,0,220,170,1.7,34,750,200,91,34,3.2,0.9,,,Salsa fresca (0.4g HC/100g)
1226,Salsa seca,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias ,Ervas secas,244,1010,7,2.4,2.4,2.2,2.1,0,14.5,12.4,0,1.9,29.7,15.8,0.5,0,9,0,0,3625,21750,0,9.15,0.33,0.32,5.4,7.9,2.5,0.38,0,120,167,5.86,180,4090,1080,340,120,42,3.8,,,Salsa seca (14.5g HC/100g)
2122000007,Salsicha de soja,"Produtos para dietas não padronizadas, substitutos de alimentos e suplementos alimentares",Substitutos de carne e produtos lácteos,Substitutos da carne,252,1040,20.9,2.5,6.9,10.5,10.2,0.1,0.6,0.6,0,0,3.6,13.5,1.6,0,59.8,0.1,0,24,35,0,8.74,0.06,0.1,0,4.48,4.48,0.08,0,20.3,48.5,1.95,640,59,43,87,15,1.3,0.6,,,Salsicha de soja (0.6g HC/100g)
361,Salsicha fresca crua,Carne e produtos cárneos,Enchidos,Enchidos frescos crus,210,870,16.4,5.4,5.4,1.1,0.8,0.1,0,0,0,0,0,15.5,1.8,0,65.7,0,45,0,0,0,0.3,0.2,0.08,3,5.4,2.4,0.06,0.9,0,1,2.4,700,150,18,180,10,3.2,1.1,,,Salsicha fresca crua (0g HC/100g)
362,Salsicha fresca estufada com couve e azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",140,581,11.6,3.6,4.7,1.2,1,0.1,1.1,0.9,0.1,0.1,1.3,7.2,1,0,77,0,21,60,361,0,0.4,0.14,0.05,1.2,2.44,0.98,0.1,0.28,19.1,40,2,390,160,30,96,12,1.3,0.7,,,Salsicha fresca estufada com couve e azeite (1.1g HC/100g)
363,Salsicha fresca estufada com legumes e azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",121,504,8.9,2.8,3.6,0.9,0.774,0,3.7,1.2,0.1,2.5,1.4,5.9,0.8,0,78.4,0,16,106,633,0,0.35,0.13,0.04,1.1,2.22,0.84,0.13,0.22,16.6,35,1.73,320,200,27,82,12,1.1,0.6,,,Salsicha fresca estufada com legumes e azeite (3.7g HC/100g)
364,Salsicha tipo Frankfurt,Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,178,739,14.7,4.8,5.7,1.6,1.4,0,2.4,1.2,0,1.2,0.1,9,2.5,0,70,0,46,0,0,0,0.3,0.15,0.08,1.1,2.5,1.4,0.1,0.75,0,1,2.6,1010,61,14,99,4,1,0.5,,13,Salsicha tipo Frankfurt (2.4g HC/100g)
366,Salsicha tipo Frankfurt frita (escorrido o óleo) sem adição de sal,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",201,832,16.5,4.9,6,2.8,2.6,0,2.8,1.4,0,1.4,0.1,10.2,2.6,0,67.8,0,52,0,0,0,0.3,0.12,0.09,1.1,2.7,1.6,0.09,0.8,0,1,2.7,1050,60,16,110,5,1.2,0.6,,13,Salsicha tipo Frankfurt frita (escorrido o óleo) sem adição de sal (2.8g HC/100g)
365,Salsicha tipo Frankfurt grelhada sem adição de sal,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",211,877,16.7,5.4,6.5,1.8,1.6,0,3.2,1.6,0,1.6,0.1,12,3,0,65,0,57,0,0,0,0.4,0.15,0.1,1.3,3.2,1.9,0.1,1,0,1,3.1,1210,69,19,130,5,1.3,0.7,,13,Salsicha tipo Frankfurt grelhada sem adição de sal (3.2g HC/100g)
1223,"Sangue de porco, cru",Carne e produtos cárneos,Sangue de animal,,72,304,0.4,0.1,0,0.2,0.09,0,0.4,0.1,0,0,0,16.6,0.5,0,81,0,40,28,0,0.1,0.4,0.09,0.03,0.6,3.64,3.04,0.01,0.6,0,4,1.6,210,210,7,62,5,40,0.3,,,"Sangue de porco, cru (0.4g HC/100g)"
1900000065,Sapateira crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,"Caranguejos, aranhas-marinhas",104,438,2.9,0.5,0.9,1.4,0.047,0,0,0,0,0,0,19.5,0.7,0,75.7,0,78,2,0,0,2.4,0.1,0.17,2.4,6.4,4,0.21,9.55,2.5,25.9,1.9,280,270,84,210,43,1.7,7.7,82,60,Sapateira crua (0g HC/100g)
880,Sarda cozida,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,174,727,10.6,2.8,3.5,3.1,0.2,0.2,0,0,0,0,0,19.7,0.8,0,67.7,0,48,48,0,6.9,1.1,0.09,0.14,4.3,8,3.7,0.32,7.2,0,11,2,330,290,60,250,27,0.1,2.6,,,Sarda cozida (0g HC/100g)
879,Sarda crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,181,756,11.7,3.1,3.8,3.5,0.2,0.3,0,0,0,0,0,19,0.2,0,67.1,0,45,64,0,9.3,1.5,0.11,0.19,5.8,9.3,3.5,0.43,8.4,0,15,1.3,76,370,56,270,30,0.1,2.7,,,Sarda crua (0g HC/100g)
881,Sarda grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,191,797,11.2,3,3.6,3.4,0.2,0.2,0,0,0,0,0,22.5,1,0,64,0,53,64,0,9.3,1.5,0.11,0.22,6.5,11,4.2,0.38,8.4,0,15,2.3,390,390,70,310,33,0.1,2.8,,,Sarda grelhada (0g HC/100g)
1130,Sardinha frita,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,300,1250,19.4,5.5,4.7,6.6,0.634,0.6,8.7,0.2,0,8.5,0.3,22.5,1,0,46.1,0,24,55,0,25,0.81,0.02,0.1,5.3,9.47,4.18,0.69,12,0,20,2.84,400,450,88,380,43,1.3,2,,,Sardinha frita (8.7g HC/100g)
882,Sardinha gorda crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,221,920,16.4,4.7,4,5.6,0.5,0.5,0,0,0,0,0,18.4,0.2,0,63.4,0,20,47,0,21,0.66,0.01,0.08,4.4,7.8,3.4,0.57,10,0,15,1.7,65,370,72,310,31,1,1.6,,,Sardinha gorda crua (0g HC/100g)
884,Sardinha gorda frita,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,247,1030,15.6,4.5,3,6.5,2.3,0.4,3.5,0,0,3.5,0.1,23,0.9,0,55.6,0,39,45,0,20,2.4,0.01,0.08,4.9,9.2,4.3,0.56,11,0,15,2.3,360,380,88,350,35,1.1,1.9,,21,Sardinha gorda frita (3.5g HC/100g)
883,Sardinha gorda grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,211,880,12.3,4.4,2,4.5,0.3,0.4,0,0,0,0,0,25,1,0,58.8,0,43,50,0,23,0.71,0.01,0.1,5.3,10,4.7,0.61,12,0,16,2.9,400,420,97,380,38,1.1,2,,21,Sardinha gorda grelhada (0g HC/100g)
890,"Sardinha meio gorda conserva em água, sem espinha e sem pele","Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),174,729,9.6,2.8,2.3,3.3,0.3,0.3,0,0,0,0,0,22,0.1,0,65.7,0,60,9,0,9.8,2.2,0.01,0.04,5.5,9.6,4.1,0.19,13,0,15,2,46,320,47,220,28,2.6,1.4,,24,"Sardinha meio gorda conserva em água, sem espinha e sem pele (0g HC/100g)"
888,Sardinha meio gorda conserva em azeite,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe e produtos da pesca processados,Peixe processado ou conservado (incluindo vísceras processadas),204,852,12,3,5.7,2.8,0.4,0.3,0,0,0,0,0,24,0.5,0,60.2,0,65,9,0,8.8,1.5,0.01,0.04,6,10,4.5,0.1,14,0,21,3.2,190,370,450,640,42,3,2.5,,24,Sardinha meio gorda conserva em azeite (0g HC/100g)
